"SolicitationID","Solicitation","SoliciationType","Title","CloseDate","Description","Addenda","StaffContact","Status","IsLocalPresenceRequired","IsPreBidConferenceMandatory","PreBidConference","Category","Estimate"
"108862","10GV013","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>PARKS AND GOLF GROUNDS MAINTNENANCE EQUIPMENT","1900-01-01 00:00:00","Miscellaneous equipment for the maintenance of parks and golf courses.","0","Karen Lancaster, Buyer","Awarded","False","False","","9","$25,000"
"108866","10GV014","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>B27161 COMPUTER EQUIPMENT, PERIPHERALS, AND RELATED SERVICES","1900-01-01 00:00:00","To purchase Computer Equipment, Peripherals, and Related Services.  Western State Alliance Contract Number is B27161-State of Arizona Contract Number is ADSP-010-00000049. Purchase of a back-up target device to replace the current Virtual Tape Library System.  Purchase of Storage Area Network hardware and software, network switching equipment, back-up hardware and software for electronic storage and back-up solutions.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$600,000"
"108867","10GV015","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>CITYWIDE COPIERS ","1900-01-01 00:00:00","To provide Multi-Functional Copiers for various City Departments in Various City Office Building Locations.  ","0","John Snow, Bid & Contract Specialist","Awarded","False","False","","9","$400,000"
"108885","10SS035","Sole Source","SOLE SOURCE<BR>GUST ROSENFELD P.L.C.","1900-01-01 00:00:00","The City of Scottsdale has a need to cooperatively participate with several other municipalities to contract for legal representation on a common issue.  Joining together, for this representation, will result in an improved value to the City.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$20,000"
"108886","10SS036","Sole Source","SOLE SOURCE<BR>VEHICLE REVERSING SYSTEMS (PORON USA PRODUCT)","1900-01-01 00:00:00","The City of Scottsdale's Public Works/Fleet Management Services has a need to standardize its vehicle reversing aid systems to a single proven source, which has been utilized for City vehicles for several years, and to sole source the purchase and installation of the systems to the only Arizona authorized dealer.","0","Cheryl Champine, Bid & Contract Specialist","Awarded","False","False","","9","$20,000"
"108890","10SS037","Sole Source","SOLE SOURCE<BR>MILLER & VAN EATON (KEN BRUNETTI)","1900-01-01 00:00:00","The City of Scottsdale has a need to acquire services from an outside legal firm, with specialized expertise, and has determined that utilizing the same firm as previously engaged will be in the best interest of the City.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$25,000"
"108891","10EP005","Emergency Purchase","EMERGENCY PURCHASE<BR>Bob's Barricades for Jan 21, 2010 Storm","1900-01-01 00:00:00","The City of Scottsdale had an immediate public safety emergency requirement for various barricades with flashing lights to properly protect vehicle traffic from flooding on roadway as a result of the severe storm 1/21/2010.  ","0","Jim Flanagan, Purchasing Director","Awarded","False","False","","9","$3,000"
"108880","10EP004","Emergency Purchase","EMERGENCY PURCHASE<BR>AARONS COMPANY (Short Term Lobbying Services)","1900-01-01 00:00:00","The City of Scottsdale has an immediate and potentially urgent need for a short-term consultant agreement, for lobbying and legislative monitoring services, to support its Government Relations Department while Purchasing performs a competitive procurement process to meet the City's long-term needs.","0","Bob Huston, Bid & Contract Specialist","Awarded","False","False","","9","$20,000"
"108881","10GV016","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>RECREATION, ATHLETIC SUPPLIES AND PHYSICAL EDUCATION EQUIPMENT","1900-01-01 00:00:00","Provide a comprehensive selection of a broad scope of physical education supplies and equipment and related recreational supplies and equipment that may include but not limited to physical education related products for children with special needs, clothing, team uniforms, team equipment and athletic facilities equipment, using the US Communities Contract #10-JLH-001.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$25,000"
"108882","10GV017","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>BARRICADES & WARNING DEVICES","1900-01-01 00:00:00","For the rental of barricades and warning devices.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$20,000"
"108883","10GV018","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>PROCUREMENT CARD SERVICES ","1900-01-01 00:00:00","Procurement Card Services.  ","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$4,000,000"
"108902","10GV020","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>LABORATORY SUPPLIES","1900-01-01 00:00:00","To puchase consumable products, chemicals, glassware, equipment and miscellanous supplies for use at the Water Quality and Police Crime laboratories.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$100,000"
"108897","10SS038","Sole Source","SOLE SOURCE<BR>ARIZONA REFUSE SALES (SCORPION PARTS & SERVICE)","1900-01-01 00:00:00","The City of Scottsdale's Public Works/Fleet Management Department has an on-going need to purchase parts and services for a side loader solid waste vehicle with a Scorpion body.","0","Cheryl Champine, Bid & Contract Specialist","Awarded","False","False","","9","$50,000"
"108898","10SS039","Sole Source","SOLE SOURCE<BR>TRUCKS WEST (AUTOCAR PARTS & SERVICE)","1900-01-01 00:00:00","The City of Scottsdale's Public Works/Fleet Management Department has an on-going need to purchase parts and services for specialized solid waste vehicle bodies manufactured by Autocar.","0","Karie Ingles, Bid & Contract Specialist","Awarded","False","False","","9","$50,000"
"108899","10GV019","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>TELECOMMUNICATION SUPPLIES AND ACCESSORIES ","1900-01-01 00:00:00","To purchase Telecommunications Supplies and Accessories for various departments throughout the City of Scottsdale. Utilizing US Communities contract/Solicited by Los Angeles County, California, as a lead agency.  Contract number is MA-IS-1040222.- Awarded to Vendor Graybar Electric Company.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$150,000"
"108914","10GV021","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>PRE-ENGINEERED SHADE STRUCTURES","1900-01-01 00:00:00","Pre-engineered Shade Structures for purchase, installation and repairs of existing shade structures.  Mohave Educational Services Coop. Inc. Contract number is 05N-PORT-0103.","0","Karen Lancaster, Buyer","Awarded","False","False","","9","$25,000"
"108920","10GV022","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>PLAYGROUND, FITNESS AND RELATED EQUIPMENT","1900-01-01 00:00:00","To purchase playground, fitness and related equipment.  Mohave Educational Services Cooperative, Inc.  Contract Number 09V-BANG-0219.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$20,000"
"108921","10GV023","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>Technology Products/Equipment & Technology Services/Solutions","1900-01-01 00:00:00","To purchase Technology Products/Equipment and Technology Services/Solutions by using US. Communities Contract Competitive Solicitation by County of Fairfax, Virginia. Contract number is RFP#09-997736-42.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$25,000"
"108925","10GV024","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>C AND I HARDWARE & SECURITY","1900-01-01 00:00:00","For the purchase of LCN Door Openers and Von Duprin exit device and associated door and lock hardware.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$20,000"
"108935","10SS040","Sole Source","SOLE SOURCE<BR>STANLEY SECURITY SOLUTIONS (BEST LOCK PRODUCTS)","1900-01-01 00:00:00","Upon expiration of a previous sole source award, from 2005 (05SS093), the City of Scottsdale's Facilities Management Department has a continuing and on-going need to sole source the City's locks and key system to a proprietary source.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$15,000"
"108938","10SS041","Sole Source","SOLE SOURCE<BR>BLUE LINE ENTERPRISES (GRIZZLY SCREEN) ","1900-01-01 00:00:00","The City of Scottsdale's Street Operations area of the Municipal Services Division has an ongoing need to screen materials composed of dirt, granite and rocks, from 3^-12^, and acquiring a box screen to accomplish the task","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$15,000"
"108940","10GV025","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>PANASONIC TOUGHBOOKS, TABLETS, ACCESSORIES AND SERVICE","1900-01-01 00:00:00","To purchase Panasonic Toughbooks, Tablets, Accessories and Service utilizing the NationalIPA Contract National IPA facilities contract for City of Tucson that was competitively solicited and awarded by the City of Tucson, AZ.  RFP Number is 073103.","0","Karen Lancaster, Buyer","Awarded","False","False","","9","$600,000"
"108946","10SS042","Sole Source","SOLE SOURCE<BR>CREATIVE COMMUNICATIONS (MOTOROLA RADIO MAINTENANCE)","1900-01-01 00:00:00","The City of Scottsdale has an ongoing need to service, repair, and maintain its Public Safety Radio System and other Motorola brand radio systems maintained throughout the City.","0","Karie Ingles, Bid & Contract Specialist","Awarded","False","False","","9","$25,000"
"108947","10SS043","Sole Source","SOLE SOURCE<BR>ROTORK CONTROLS","1900-01-01 00:00:00","The City of Scottsdale's Water Division has an on-going need to maintain specialized valve actuators used throughout its Water and Waste Water operations.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$50,000"
"108948","10SS044","Sole Source","SOLE SOURCE<BR>ICX, 360 SURVEILLANCE","1900-01-01 00:00:00","The City of Scottsdale's Public Works, Transportation services operation has a need to expand the capabilities of its traffic video system to allow access and control of its cameras by operational area other then the Traffic Management Center.","0","Margie Vasquez, Bid & Contract Specialist","Awarded","False","False","","9","$15,000"
"108982","10GV029","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>COMPUTER EQUIPMENT, SOFTWARE, PERIPHERALS & RELATED SERVICES","1900-01-01 00:00:00","Computer Equipment, Software, Peripherals and Related Services utiilizing WSCA Contract Number B27160-Vendor is Dell Marketing LP.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$24,000"
"108983","10GV030","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>VEHICLE UPFITTING","1900-01-01 00:00:00","Purchase of vehicle lighting parts for vehicles used by the City's Fleet Department.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$110,000"
"108990","10SS054","Sole Source","SOLE SOURCE<BR>LEWIS AND ROCCA LLP","1900-01-01 00:00:00","The City of Scottsdale has a need to acquire services from an outside legal firm, with specialized expertise, and has determined that utilizing the same firm as previously engaged will be in the best interest of the City.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$25,000"
"108992","10SS056","Sole Source","SOLE SOURCE<BR>ARIZONA'S SINGING COWBOY ","1900-01-01 00:00:00","The City of Scottsdale's Downtown Group requires the services of an entertainer who can sing western ballads while riding his horse and entertaining visitors on the streets of Old Town Scottsdale.","0","John Snow, Bid & Contract Specialist","Awarded","False","False","","9","$17,000"
"108994","10GV032","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>ESRI SOFTWARE AND SUPPORT","1900-01-01 00:00:00","Software Licenses, Maintenance, Data, Web-Services, Documentation and Services for ESRI GIS Software","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$100,000"
"108973","10SS048","Sole Source","SOLE SOURCE<BR>INTERGRAPH CORPORATION (SUPPORT/MAINTENANCE OF POLICE INTEGRATED TECHNOLOGY SYSTEM)","1900-01-01 00:00:00","The Scottsdale Police Department has an ongoing need to maintain, support, and improve its Integrated Technology System.  Their current system has been in successful use for several years. ","0","John Snow, Bid & Contract Specialist","Awarded","False","False","","9","$250,000"
"108975","10SS049","Sole Source","SOLE SOURCE<BR>Discovery Triangle Development Corporation","1900-01-01 00:00:00","The City of Scottsdale has a desire to join at least two other City's to obtain Economic Development marketing services for a targeted geographical area, in south Scottsdale, referred to as the Discovery Triangle.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$25,000"
"108976","10SS050","Sole Source","SOLE SOURCE<BR>SCOTTSDALE HEALTHCARE HOSPITALS","1900-01-01 00:00:00","The City of Scottsdale's Fire Department has an ongoing need to replenish the pharmaceuticals used during emergency medical incidents.","0","Karie Ingles, Bid & Contract Specialist","Awarded","False","False","","9","$12,000"
"108977","10SS051","Sole Source","SOLE SOURCE<BR>AUTO SAFETY HOUSE / RELIABLE ELECTRIC CONVERSIONS (trial/test only)","1900-01-01 00:00:00","The City of Scottsdale's Fleet Management service area wishes to enter into a test/trial for a potential cost saving equipment retrofit to one of its solid waste vehicles.","0","Bob Huston, Bid & Contract Specialist","Awarded","False","False","","9","$37,688"
"108978","10SS052","Sole Source","SOLE SOURCE<BR>NMC-WOLLARD, INC. (SWINGER PARTS)","1900-01-01 00:00:00","The City of Scottsdale's Fleet Management service area has a current and on-going need to purchase Original Equipment Manufacturer (OEM) parts for specialized equipment within it fleet of vehicles.","0","Cheryl Champine, Bid & Contract Specialist","Awarded","False","False","","9","$25,000"
"108980","10SS053","Sole Source","SOLE SOURCE<BR>EMPIRE SOUTHWEST (CATERPILLAR EQUIPMENT REPAIRS & SERVICE)","1900-01-01 00:00:00","The City of Scottsdale's Fleet Management service area has an ongoing need to obtain factory authorized/certified repair and services for the City's Caterpillar brand equipment.","0","Cheryl Champine, Bid & Contract Specialist","Awarded","False","False","","9","$20,000"
"108970","10GV028","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>CHAIN LINK FENCE RENTAL AND REPAIR","1900-01-01 00:00:00","To provide chain link fence repairs, chain link fence removal and replacement (like for like), chain link fence rental, and repair/replace chain link manual and automatic gate systems, on an as-needed basis.","0","Karen Lancaster, Buyer","Awarded","False","False","","9","$10,000"
"108959","10SS045","Sole Source","SOLE SOURCE<BR>D & S CUSTOM COVERS (PD-HOSE BED COVERS)","1900-01-01 00:00:00","The City of Scottsdale's Fire Department has a regulatory need to provide hose bed covers for each fire apparatus to protect the hoses from UV deterioration and to secure the hoses to the vehicles during normal operations.","0","Karie Ingles, Bid & Contract Specialist","Awarded","False","False","","9","$25,000"
"108964","10SS046","Sole Source","SOLE SOURCE<BR>ADVANCED PUBLIC SAFETY (E-Citation Solution Product)","1900-01-01 00:00:00","The Scottsdale Police Department's Traffic Enforcement Unit has a current and ongoing need to provide hand held citation generating technology to the officers and standardizing on technology, which the City has been  successfully using for over three years and is in the best interest of the City.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$33,200"
"108966","10SS047","Sole Source","SOLE SOURCE<BR>JUSTICETRAX, INC. (LIMS-PLUS SYSTEM)","1900-01-01 00:00:00","The Scottsdale Police Department's Crime Lab has an ongoing need to support its operation with a robust Laboratory Information Management System (LIMS).  Their current system has been in successful use for nearly five years.  ","0","Cheryl Champine, Bid & Contract Specialist","Awarded","False","False","","9","$35,000"
"108967","10GV026","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>SOLID WASTE CONTAINERS","1900-01-01 00:00:00","Supply of 95 gallon trash receptacles. ","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$36,000"
"108968","10GV027","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>EXTERIOR/INTERIOR PAINTING AND OTHER COATING APPLICATION","1900-01-01 00:00:00","PAINTING SERVICES FOR CITY BUILDINGS.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$75,000"
"108988","10GV031","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>Marketing Services","1900-01-01 00:00:00","The City of Scottsdale Airport is requiring this vendor to write a script, produce, shoot, edit, and complete a Safety Driving video for airport tenants required to drive on the air side of Scottsdale Airport. ","0","Teena Giannini, Buyer","Awarded","False","False","","9","$15,000"
"108996","11SS001","Sole Source","SOLE SOURCE<BR>BMW MOTORCYCLE PARTS/REPAIR","1900-01-01 00:00:00","The City of Scottsdale has an on-going need to purchase parts and repair services for the City's BMW motorcycles.

This contract for BMW MOTORCYCLE PARTS/REPAIR is being reposted to increase the posting by $40,000.00 from $40,000.00 to $80,000.00 the new fiscal year estimate.  The primary reason for the reposting is extension of the temporary Sole Source pending the State of Arizona issuing a solicitation.

The associated posting amount, while greater than prior years and original posting, was anticipated by departmental contract administrators and included in the current FY budget.","0","Raquel McMahon, Bid & Contract Specialist","Awarded","False","False","","9","$40,000"
"108997","11SS002","Sole Source","SOLE SOURCE<BR>ATLAS COPCO COMPRESSORS INC. / CANYON COMPRESSOR CENTER","1900-01-01 00:00:00","The City of Scottsdale's Water Resource Division has an urgent need to repair an Atlas Copco Compressor and to maintain additional equipment manufactured by Atlas Copco, utilized within the City's water processing systems.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$36,000"
"109000","11GV001","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>WATER WASTEWATER LABORATORY SERVICES","1900-01-01 00:00:00","Use of a multi-agency, multi-laboratory contract to obtain ADHS Certified Laboratory testing that the Scottsdale Water Quality Laboratory is not able/certified to perform.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$80,000"
"109001","11GV002","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>PAPER: COPY, GENERAL OFFICE, AND SPECIALTY","1900-01-01 00:00:00","Stock orders for the majority of the Graphics Requisition print order projects produced. State of Arizona Contract EPS080003-Paper: Copy,General Office, and Specialty.","0","Karen Lancaster, Buyer","Awarded","False","False","","9","$45,000"
"109002","11SS003","Sole Source","SOLE SOURCE<BR>FCS Group","1900-01-01 00:00:00","The City of Scottsdale Water Resources Division has a need to acquire services from an outside firm, with specialized expertise, and has determined that utilizing the same firm as previously engaged will be in the best interest of the City.","0","Bob Huston, Bid & Contract Specialist","Awarded","False","False","","9","$20,000"
"109003","11SS004","Sole Source","SOLE SOURCE<BR>LINKO DATA SYSTEMS, INC.","1900-01-01 00:00:00","The City of Scottsdale's Water Resources Pretreatment Program has a current and ongoing need to license, support, and maintain a proprietary software product utilized within its operation.","0","John Snow, Bid & Contract Specialist","Awarded","False","False","","9","$25,000"
"109006","11GV003","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>Heavy Duty Truck, Construction, Agricultural, Industrial and Fleet Equipment - Parts and Service   ","1900-01-01 00:00:00","This is a Maricopa County parts and service contract for Heavy Duty Truck, Construction, Agricultural, Industrial and Fleet Equipment","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$30,000"
"109007","11SS005","Sole Source","SOLE SOURCE<BR>BRIDGEALL LIBRARIES LIMITED (COLLECTION HQ)","1900-01-01 00:00:00","The City of Scottsdale's Public Library has a need to acquire a proprietary software program to assist is managing it's collection of materials more efficiently.","0","Karie Ingles, Bid & Contract Specialist","Awarded","False","False","","9","$24,500"
"109031","11GV006","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>HVAC TOOLS, PARTS & ACCESSORIES","1900-01-01 00:00:00","07/08/2013 Updated CA FROM Rob Miller TO James Marino per Solo update.  (act)
Source for HVAC parts, components, tools, and evaporative cooling parts.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$150,000"
"109034","11SS010","Sole Source","SOLE SOURCE<BR>Dionex - (autosampler replacement)","1900-01-01 00:00:00","The City of Scottsdale has a need to replace a piece of equipment within it's Water Quality Laboratory which is at the end of it's useful life.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$14,300"
"109035","11SS011","Sole Source","SOLE SOURCE<BR>SCOTTSDALE CONVENTION & VISITORS BUREAU PROMOTIONAL PACKAGES","1900-01-01 00:00:00","The City of Scottsdale has a need to provide promotional packages to incent more participation and interest in companies and individuals to attend and participate in West World events, thus increasing the stimulus to the local Scottsdale economy.  ","0","Teena Giannini, Buyer","Awarded","False","False","","9","$12,000"
"109023","11SS007","Sole Source","SOLE SOURCE<BR>Envisionware","1900-01-01 00:00:00","The City of Scottsdale Public Library has an on-going need to provide it's customers with the ability to print from the public computers in all five libraries.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$60,000"
"109024","11SS008","Sole Source","SOLE SOURCE<BR>IMPATH NETWORKS","1900-01-01 00:00:00","The City of Scottsdale has an on-going need to maintain and repair it's fiber and video transmission equipment which the Traffic Management Center uses to transport data and video from signalized intersections throughout the City.","0","John Snow, Bid & Contract Specialist","Awarded","False","False","","9","$10,000"
"109025","11SS009","Sole Source","SOLE SOURCE<BR>INFOUSA LIBRARY DIVISION","1900-01-01 00:00:00","The City of Scottsdale Public Library has an on-going need to provide it's customers with access to an electronic database of detailed historical and financial information of businesses nationwide.","0","John Snow, Bid & Contract Specialist","Awarded","False","False","","9","$20,000"
"109017","11GV004","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>WATER METERS - BADGER 3" - 8"","1900-01-01 00:00:00","City of Tempe contract #WUD10-012-01 for the purchase of Badger Meters ranging in sizes from 3^ through 10^.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$100,000"
"109019","11GV005","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>GAS CHROMATOGRAPH MASS SPECTROMETER","1900-01-01 00:00:00","The Water Quality Laboratory is replacing an existing Gas Chromatograph/Mass Spectrometer (GC/MS) including autosampler, peripherals and training for the analysis of volatile organic compounds in surface water, ground water drinking water, and wastewater as specified in EPA Method 524.2.  The purchase will replace an 11 year old Agilent GC/MS system.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$138,000"
"109020","11SS006","Sole Source","SOLE SOURCE<BR>OVERDRIVE","1900-01-01 00:00:00","The City of Scottsdale Public Library has an on-going need for a library subscription service for downloadable digital audio books, ebooks, music and videos for library customers.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$50,000"
"109047","11GV007","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>WATER METERS","1900-01-01 00:00:00","For 5/8^ and 3/4^ Badger Recordall Water Meters for the Water Department.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$715,000"
"109048","11GV008","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>TRAFFIC SIGNING MATERIALS","1900-01-01 00:00:00","Traffic signing materials including sign sheeting, sign faces, ready made complete signs, aluminum sign blanks, sign mounting hardware and sign recycle services.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$56,000"
"109071","11SS015","Sole Source","SOLE SOURCE<BR>JAMES COOKE & HOBSON, INC. (PULSAFEEDER PUMPS)","1900-01-01 00:00:00","The City of Scottsdale's Water Resources Division has an ongoing need to repair and maintain proprietary equipment utilized throughout the City's water processing systems.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$20,000"
"109073","11SS016","Sole Source","SOLE SOURCE<BR>SPORTS LIGHTING SYSTEMS - MUSCO LIGHTING","1900-01-01 00:00:00","The City of Scottsdale's Community Service Division has an ongoing need to repair and maintain the specialized sports lighting systems, from Musco Lighting, which are utilized through the City's ballfields.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$80,000"
"109074","11SS017","Sole Source","SOLE SOURCE<BR>HEATING & COOLING SUPPLY (RHEEM HEAT PUMPS)","1900-01-01 00:00:00","The City of Scottsdale's Public Works Division HVAC Maintenance operation has a current need to replace multiple heat pump units at the City's Airport with direct replacement brand specific equipment.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$15,000"
"109075","11SS018","Sole Source","SOLE SOURCE<BR>PHOENIX DISTRIBUTORS - COLT FIREARMS","1900-01-01 00:00:00","The City of Scottsdale's Police Department has a need to purchase Colt firearms which are only available from a single national distributor.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$15,500"
"109076","11SS019","Sole Source","SOLE SOURCE<BR>REPAIR, MAINTAIN AND REPLACE PROPRIETARY EQUIPMENT - SERFILCO, LTD.","1900-01-01 00:00:00","The City of Scottsdale's Water Resources Division has an ongoing need to repair, maintain, or replace proprietary equipment utilized throughout the City's water processing systems.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$12,000"
"109077","11SS020","Sole Source","SOLE SOURCE<BR>MARICOPA WATER PROCESSING SYSTEMS","1900-01-01 00:00:00","The City of Scottsdale's Water Resources Division has an ongoing need to repair, maintain, or replace proprietary equipment utilized throughout the City's water processing systems.","0","Kyle Talbert, Buyer","Awarded","False","False","","9","$8,000"
"109078","11SS021","Sole Source","SOLE SOURCE<BR>VALUE LINE PUBLISHING","1900-01-01 00:00:00","The City of Scottsdale's Public Library has an on-going need to provide it's customers with access to a proprietary on-line database of independent investment information services.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$11,250"
"109079","11SS022","Sole Source","SOLE SOURCE<BR>RECORDED BOOKS","1900-01-01 00:00:00","The City of Scottsdale's Public Library has an on-going need to provide its customers with access to a library of audio recorded books on CD.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$56,000"
"109080","11GV011","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>FURNITURE, OFFICE-SA","1900-01-01 00:00:00","Furniture,desk, hutch JE Furniture, (James Edward Furniture), wood furniture, furniture product, tables, computer furniture, veneer,laminate, student desk, data table, articulating keyboard, bi-level workstations, component furniture. Bunk Beds, stools, footlockers, Cot, Cot ladder, shelves. Seating and AIS modular Furniture products, services","0","Karen Lancaster, Buyer","Awarded","False","False","","9","$20,000"
"109085","11GV012","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>DRUG TEST KITS","1900-01-01 00:00:00","The Police Department will be utilizing this State contract to purchase drug test kits for cocaine ODV #904B or NIK ^G^ and marijuana ODV #908 or NIK ^E^.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$20,000"
"109061","11SS012","Sole Source","SOLE SOURCE<BR>GALAXY ASSOCIATES  (RIESKAMP WASHING SYSTEM)","1900-01-01 00:00:00","The City of Scottsdale's Public Works Division has an ongoing need to purchase specific products in order to maintain the warranty for the newly installed automatic vehicle washing system at the North Corp. Yard facility.  ","0","Margie Vasquez, Bid & Contract Specialist","Awarded","False","False","","9","$50,000"
"109062","11SS013","Sole Source","SOLE SOURCE<BR>GRANICUS","1900-01-01 00:00:00","The City of Scottsdale's Information Technology Division has an ongoing need to utilize a software product used for live and archived video streaming.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$20,400"
"109063","11GV009","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>VEHICLE GLASS REPLACEMENT, REPAIR, TINING AND ACCESSORIES","1900-01-01 00:00:00","An ADOT contract for the replacement, repair and tinting of vehicle glass to be utilized by the City for its fleet vehicles","0","Karen Lancaster, Buyer","Awarded","False","False","","9","$18,000"
"109064","11SS014","Sole Source","SOLE SOURCE<BR>LIBRARY IDEAS, LLC (FREEGAL MUSIC SERVICE)","1900-01-01 00:00:00","The City of Scottsdale Public Library has an on-going need to provide its customers with access to an electronic database of downloadable popular music.","0","John Snow, Bid & Contract Specialist","Awarded","False","False","","9","$13,000"
"109065","11GV010","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>FIRE TURNOUT CLOTHING","1900-01-01 00:00:00","A City of  Tempe contract for the cleaning, inspection and repair of turnout clothing as well as the replacement of turnout clothing.","0","Teena Giannini, Buyer","Awarded","False","False","","9","$100,000"
"109099","11SS023","Sole Source","SOLE SOURCE<BR>PEN-LINK, LTD.","1900-01-01 00:00:00","The City of Scottsdale's Police Department has a current and ongoing need to license, support, and maintain a proprietary software product utilized within its operation.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$18,200"
"109100","11SS024","Sole Source","SOLE SOURCE<BR>TelcoSolutions, Inc.","1900-01-01 00:00:00","The City of Scottsdale's Police Department has a current and ongoing need to license, support and maintain a proprietary software product utilized within its operation.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$7,645"
"109101","11SS025","Sole Source","SOLE SOURCE<BR>CI TECHNOLOGIES","1900-01-01 00:00:00","The City of Scottsdale's Police Department has a current and ongoing need to license, support and maintain a proprietary software product utilized within its operation.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$4,800"
"109102","11GV014","Other Government Contract","OTHER GOVERNMENT CONTRACT<BR>PLAYGROUND, FITNESS & RELATED EQUIPMENT AND SERVICES","1900-01-01 00:00:00","Provides playground, fitness and related equipment, services and repairs on equipment.","0","Michelle Gerola, Buyer","Awarded","False","False","","9","$20,000"
"109103","11SS026","Sole Source","SOLE SOURCE<BR>FREEDOM MARKETING","1900-01-01 00:00:00","The City of Scottsdale's Neighborhood Resources operation has a current and ongoing need to utilize a vendor to print and distribute City information to specified businesses and residences regarding projects and issues.","0","John Snow, Bid & Contract Specialist","Awarded","False","False","","9","$35,000"
